name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,other_fuel1,other_fuel2,other_fuel3,commissioning_year,owner,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,generation_gwh_2018,generation_gwh_2019,generation_data_source,estimated_generation_gwh_2013,estimated_generation_gwh_2014,estimated_generation_gwh_2015,estimated_generation_gwh_2016,estimated_generation_gwh_2017,state,adj_latitude,adj_longitude,avg_air_temperature,avg_alpha,avg_aod,avg_asymmetry,avg_cld_opd_dcomp,avg_cld_reff_dcomp,avg_clearsky_dhi,avg_clearsky_dni,avg_clearsky_ghi,avg_cloud_press_acha,avg_cloud_type,avg_dew_point,avg_dhi,avg_dni,avg_ghi,avg_ozone,avg_relative_humidity,avg_solar_zenith_angle,avg_ssa,avg_surface_albedo,avg_surface_pressure,avg_total_precipitable_water,avg_wind_direction,avg_wind_speed,std_air_temperature,std_alpha,std_aod,std_asymmetry,std_cld_opd_dcomp,std_cld_reff_dcomp,std_clearsky_dhi,std_clearsky_dni,std_clearsky_ghi,std_cloud_press_acha,std_cloud_type,std_dew_point,std_dhi,std_dni,std_ghi,std_ozone,std_relative_humidity,std_solar_zenith_angle,std_ssa,std_surface_albedo,std_surface_pressure,std_total_precipitable_water,std_wind_direction,std_wind_speed,wind_u5,wind_5_10,wind_10_15,wind_15_20,wind_20_25,wind_o25,temp_u0,temp_0_10,temp_10_20,temp_20_30,temp_30_40,temp_o40,wind_power_density
Windy Flats Wind Project,USA0057159,262.2,45.7269,-120.8339,Wind,,,,2009,Windy Flats Partners LLC,2019,704.399,656.728,621.861,663.771,566.374,674.457,611.875,U.S. Energy Information Administration,733.76,705.26,670.22,693.22,683.93,Washington,45.73,-120.82,9.40485159817352,1.1724394977169,0.088779942922375,0.632783105022831,3.48586415525114,4.24146575342466,38.7948630136986,351.602054794521,222.166324200913,104.328196347032,3.35662100456621,3.38745433789954,52.0252283105023,237.06301369863,184.122146118721,0.316924315068493,74.5782180365297,89.6734680365297,0.933162100456621,0.250657534246575,950.660844748859,1.3974200913242,204.661529680365,2.41351598173516,9.00477729503779,0.27071087880083,0.053152377775964,0.015609927980169,12.190314671389,9.94175562840158,45.2893467379391,386.743837081979,297.237556752977,207.507743002229,3.15580779341284,5.87752929360884,76.9033428091513,342.789082617422,274.38514271278,0.037577534489042,22.4888806818971,33.2057051722505,0.019703886160721,0.211763904408562,8.94384670077408,0.634930846382236,88.1579538181574,1.43821774647453,0.938812785388128,0.060844748858448,0.000342465753425,0,0,0,0.096917808219178,0.459817351598174,0.296461187214612,0.128995433789954,0.017808219178082,0,18.6115008108091
Cedar Hills Wind Farm,USA0057171,19.5,46.2456,-103.7672,Wind,,,,2010,Montana-Dakota Utilities Co,2019,54.805,59.42,57.147,60.79,59.276,49.771,51.692,U.S. Energy Information Administration,78.6,65.33,62.13,59.95,60.69,North Dakota,46.25,-103.78,7.38292237442922,1.2186997716895,0.118623196347032,0.618205479452055,3.55705707762557,5.17916095890411,42.9464611872146,344.862328767123,220.826826484018,131.228310502283,3.65913242009132,-0.31101598173516,59.5581050228311,214.764611872146,173.220547945205,0.324378538812785,62.0189908675799,89.678696347032,0.93520205479452,0.346876712328767,903.974086757991,1.26287671232877,219.076369863014,3.76801369863014,11.3930578737859,0.243063329215002,0.135855568782569,0.00660176862447,10.9151739503594,11.5841766129741,53.8671712046913,383.364047206395,295.195541240058,228.169452416109,3.10299180653361,8.61828566631605,88.7814774229139,323.484713179653,257.131169975979,0.040715238928072,20.3634106487852,32.9308294266201,0.021345286934512,0.295272520754097,7.17115541990271,0.76035526325045,95.2845114245527,2.05467496341679,0.73675799086758,0.255365296803653,0.007876712328767,0,0,0,0.258219178082192,0.334931506849315,0.240867579908676,0.13527397260274,0.030707762557078,0,60.5373636656825
Colorado Highlands Wind,USA0057174,96.1,40.7569,-102.7431,Wind,,,,2013,Colorado Highlands Wind LLC,2019,294.546,365.098,340.424,378.519,358.972,368.03,346.432,U.S. Energy Information Administration,,406.1,336.65,365.48,281.37,Colorado,40.77,-102.74,10.0712214611872,1.21543264840183,0.099653698630137,0.614948630136986,3.18835730593607,4.59417579908676,42.3525114155251,365.540182648402,242.573630136986,108.717237442922,3.08607305936073,0.532351598173516,58.4730593607306,250.353767123288,199.241552511416,0.307212214611872,56.3182910958904,89.6712248858447,0.929203196347032,0.292328767123288,870.574315068493,1.32683789954338,210.949543378995,3.3665296803653,11.1175903184893,0.22523360786562,0.072065554647733,0.007120753028595,10.7548280209616,11.5424538032493,51.2034234781677,400.608295441098,317.250528407677,211.902662078656,3.07243416567791,8.73147452828115,88.2184850282863,355.296657621931,286.787372287424,0.036736750932385,21.5291587800358,35.7353918644726,0.025057555460854,0.25460321290543,6.54309232544297,0.799311947966373,104.191848480319,1.86165054492034,0.821689497716895,0.172945205479452,0.005365296803653,0,0,0,0.197945205479452,0.31472602739726,0.258561643835616,0.180022831050228,0.048744292237443,0,43.0955129899683
University of Delaware Wind Turbine,USA0057176,2,38.7829,-75.1649,Wind,,,,2010,First State Marine Wind,2019,4.458,5.051,5.126,5.321,4.965,5.207,5.27,U.S. Energy Information Administration,6.66,5.51,5.56,6.15,6.04,Delaware,38.77,-75.18,12.887899543379,1.22389497716895,0.183893641552511,0.605351598173516,3.62577625570776,4.55770547945205,55.9127853881279,312.197374429224,234.187442922374,119.527397260274,3.33721461187215,9.6263698630137,68.0543378995434,203.380821917808,184.273173515982,0.307599657534246,83.5678299086758,89.6879794520548,0.93888698630137,0.161397260273973,1013.96689497717,2.22533105022831,189.727168949772,4.25109589041096,8.59500968460728,0.262438534525696,0.135687739212443,0.013699802841737,11.8723399381703,10.3584557978493,70.3818201866758,354.464869313704,306.764495926503,231.390778061194,3.07883235658734,8.67678178089359,98.1361439794494,309.179008894325,268.772869961556,0.034939009153285,14.2284496063929,36.7486345430738,0.026564834353915,0.147300711873776,7.53871589800257,1.39754142569173,103.691036462512,2.14210852573125,0.673173515981735,0.31324200913242,0.013584474885845,0,0,0,0.032990867579909,0.363698630136986,0.309018264840183,0.291210045662101,0.003082191780822,0,88.5504623298782
Meadow Lake Wind Farm IV,USA0057177,98.7,40.6778,-87.0328,Wind,,,,2010,Meadow Lake Wind Farm IV LLC,2019,143.785,134.214,188.468,206.549,193.258,192.074,206.423,U.S. Energy Information Administration,288.5,282.1,269.59,280.1,273.29,Indiana,40.69,-87.02,9.71164383561644,1.28657077625571,0.18340303652968,0.599421232876712,4.88725,4.44755365296804,54.9616438356164,316.464726027397,231.162557077626,137.815525114155,3.36084474885845,5.87291095890411,67.2986301369863,186.405707762557,172.768835616438,0.314283447488584,79.4549726027397,89.7318242009132,0.937160958904109,0.274986301369863,986.174543378995,1.85974885844749,191.761073059361,3.14489726027397,11.1745650131841,0.194510093562187,0.150302282540546,0.010030579105988,13.729428256746,9.82283677415246,69.9477586471758,360.287528679466,303.950445920378,246.943651691168,2.99444633871446,10.794159388968,99.6080806167395,301.60828683722,259.97676988165,0.034456675198579,17.1007673570563,35.7894895030217,0.02530790536505,0.251212538577148,7.53482116859045,1.2857858073596,98.0992699889481,1.70663799074487,0.854452054794521,0.144977168949772,0.000570776255708,0,0,0,0.206392694063927,0.286073059360731,0.255479452054794,0.245319634703196,0.006735159817352,0,37.9757962377414
PPL Frey Farm Landfill Wind,USA0057182,3.2,39.9592,-76.4556,Wind,,,,2011,EPP Renewable Energy,2019,6.463,6.313,6.14,6.651,6.209,6.158,6.043,U.S. Energy Information Administration,7.99,6.51,6,6.97,6.81,Pennsylvania,39.97,-76.46,11.1909132420091,1.30990182648402,0.197642945205479,0.601130136986301,4.21873630136986,4.52625456621005,56.1514840182648,309.064497716895,230.527283105023,141.239497716895,3.39920091324201,7.24534246575342,69.6149543378995,182.663698630137,173.118264840183,0.316633219178082,81.8071815068493,89.7105171232877,0.937659817351598,0.184301369863014,1002.11164383562,2.0321803652968,211.860502283105,1.20546803652968,10.4231782936555,0.220764062256244,0.152625926054885,0.013090882026001,12.1248465419412,9.57490912848564,71.2310024186116,353.048853863702,303.070136607223,251.938807062067,2.99902941693678,9.58709648155499,101.58190244439,293.207074047083,257.453585274133,0.040729638907401,17.685245650297,36.1483497437442,0.026108367104117,0.212936075360434,7.92277807125112,1.28995408731359,98.121854592166,0.747804097445593,0.998858447488584,0.001141552511416,0,0,0,0,0.144063926940639,0.314497716894977,0.274543378995434,0.247260273972603,0.019634703196347,0,2.80095451906508
Pillar Mountain Wind Project Microgrid,USA0057187,9,57.7869,-152.4406,Wind,,,,2010.5,Kodiak Electric Assn Inc,2019,26.699,23.323,29.107,29.309,24.155,26.17,25.015,U.S. Energy Information Administration,36.93,28.13,22.83,27.74,25.28,Alaska,57.77,-152.46,5.39811643835616,0.973668949771689,0.102152020547945,0.68487899543379,9.4181803652968,6.09740639269406,37.5941780821918,301.777168949772,173.138470319635,202.782077625571,4.30696347031963,2.60779680365297,46.9845890410959,112.816894977169,96.4002283105023,0.364863242009132,86.5725890410959,89.6723082191781,0.953581050228311,0.310465753424657,1002.40502283105,1.26876712328767,202.447945205479,4.5488698630137,5.40990275532366,0.310618781454129,0.062205107580965,0.023362029977143,20.5663341126961,10.7837242439709,46.6959859419584,346.645097189739,246.839012442145,289.660585304229,2.64042976015275,5.58784984785575,77.0336898660222,239.109011625633,172.07620524322,0.049195765126527,11.1173789138135,26.9854395889545,0.021130067019069,0.348747350643122,13.8464054110696,0.70908767393749,103.145317017878,2.67256672097097,0.625570776255708,0.332534246575342,0.041210045662101,0.000684931506849,0,0,0.103082191780822,0.631849315068493,0.264954337899543,0.000114155251142,0,0,132.286531275649
Vantage Wind Energy LLC,USA0057188,90,46.9547,-120.1819,Wind,,,,2010,Invenergy Services LLC,2019,245.524,262.288,237.043,258.876,246.147,252.759,238.417,U.S. Energy Information Administration,244.78,235.56,279.28,281.14,268.8,Washington,46.97,-120.18,7.38872146118721,1.20335273972603,0.081968767123288,0.627771689497717,3.22556164383562,4.45996575342466,37.0690639269406,358.196347031963,219.676826484018,110.523173515982,3.15331050228311,1.08936073059361,53.6267123287671,234.353196347032,179.545662100457,0.328296232876712,66.3709611872146,89.6755422374429,0.928771689497717,0.215835616438356,917.834817351598,1.14239726027397,194.214840182648,1.90065068493151,9.36810462207203,0.239868311957905,0.055724206018386,0.01419733470306,10.9523229549358,10.3148420041028,44.2571089358671,392.347470331134,295.004138214102,210.435395376756,3.10639170193835,5.32764788733508,82.2384419918447,341.664313814791,268.249820040018,0.042080158715222,24.1607930950172,32.5654043577616,0.019325331103496,0.237910252083717,7.69171989059114,0.505116928632042,117.577456094251,1.02627058409025,0.988584474885845,0.011415525114155,0,0,0,0,0.221575342465753,0.397945205479452,0.255821917808219,0.110159817351598,0.014497716894977,0,7.91301661286613
Lost Creek Wind Energy Facility,USA0057189,150,39.9814,-94.5181,Wind,,,,2010,Pattern Operators LP,2019,446.019,448.888,410.171,418.07,416.218,392.757,398.979,U.S. Energy Information Administration,475.87,448.46,433.6,444.26,417.58,Missouri,39.97,-94.5,10.7253538812785,1.25501598173516,0.148596118721461,0.604667808219178,4.13746118721461,3.94950799086758,51.6816210045662,328.332420091324,235.161643835616,124.133333333333,2.92317351598174,6.34555936073059,65.8973744292238,205.91598173516,181.364497716895,0.308995091324201,76.9733675799087,89.6688287671233,0.934348173515981,0.262958904109589,975.823059360731,1.93663242009132,198.1100456621,3.11691780821918,11.6667453629259,0.25002698433423,0.110142083532337,0.006279572247868,12.404665834583,9.15972662138314,64.5062163308123,368.21200557477,307.671886679634,235.267498649627,3.01103934968077,10.992262779397,98.0351318188125,316.859891210336,266.017344844002,0.031125843387607,18.3830783896359,36.1515467973754,0.02635262732601,0.233545656464841,7.5545787471377,1.25471142493491,97.5259559853965,1.72499529417735,0.854566210045662,0.144520547945205,0.000913242009132,0,0,0,0.193607305936073,0.279680365296804,0.243607305936073,0.250342465753425,0.032762557077626,0,37.6242160439237
Spring Valley Wind Project,USA0057192,150,39.1042,-114.4922,Wind,,,,2012,Pattern Operators LP,2019,250.549,300.134,309.724,343.865,361.364,312.348,329.399,U.S. Energy Information Administration,510.6,497.73,473.39,418.86,425.93,Nevada,39.09,-114.5,10.6753424657534,1.1180399543379,0.091720319634703,0.628158675799087,2.91521575342466,3.39821803652968,41.6049086757991,380.576255707763,253.047488584475,98.0566210045662,2.60228310502283,-3.97260273972603,60.6003424657534,271.025114155251,211.564726027397,0.301205251141553,47.6549235159817,89.7083230593607,0.924981735159817,0.257671232876712,825.522831050228,0.933744292237443,202.524771689498,2.3499200913242,10.4716003952144,0.275378246724297,0.065242097234041,0.006541049172257,10.8317345560286,9.34397502803845,49.9508475171916,414.729572045881,329.383102344566,198.788233138293,3.04708773189728,6.10688122109616,94.2259524443132,371.037050679019,297.790223983325,0.033397394421731,23.6337421175354,36.5904316472949,0.022013375649625,0.186946044138484,5.77553328093766,0.559431910483681,101.123216255296,1.74166311454699,0.902283105022831,0.096803652968037,0.000913242009132,0,0,0,0.112785388127854,0.396689497716895,0.268835616438356,0.168607305936073,0.053082191780822,0,20.9879963018653
Day County Wind LLC,USA0057194,99,45.215,-97.9056,Wind,,,,2010,Day County Wind LLC,2019,411.346,439.495,424.041,446.937,396.969,396.589,383.217,U.S. Energy Information Administration,374.12,357.89,345.11,359.63,305.54,South Dakota,45.21,-97.9,6.1962100456621,1.28796232876712,0.131180502283105,0.611095890410959,4.95870319634703,5.06723401826484,46.466095890411,337.059132420091,222.429452054795,140.500684931507,3.45285388127854,0.734988584474886,60.7707762557078,203.943378995434,169.238470319635,0.324077397260274,68.9174748858447,89.6772442922375,0.932642694063927,0.388547945205479,944.809474885845,1.4427397260274,199.566324200913,3.50004566210046,12.6552094340194,0.243314894427539,0.127030256799985,0.006919955360986,15.4119485953436,11.4241280158446,58.1625830334522,375.033352454323,295.750520482134,243.81972904895,3.00799028488986,11.1906126368079,90.963470337972,316.996552981702,254.485590650633,0.03574942526705,19.0419304831034,33.4657506396673,0.021883151794658,0.320550598279619,8.33081021335939,0.990160395116138,104.001922765879,1.93934155321218,0.779680365296804,0.21837899543379,0.001940639269406,0,0,0,0.314954337899543,0.263698630136986,0.249315068493151,0.155365296803653,0.016666666666667,0,51.4953637705221
Lower Snake River Wind Energy Project,USA0057195,342.7,46.5242,-117.8217,Wind,,,,2012,Puget Sound Energy Inc,2019,808.889,875.656,732.789,865.023,705.788,833.098,704.096,U.S. Energy Information Administration,1029.12,1028.12,884.43,898.8,871.42,Washington,46.53,-117.82,10.2178196347032,1.22140639269406,0.096628664383562,0.624845890410959,3.89743264840183,4.7369497716895,40.4872146118722,344.887442922374,218.1100456621,126.643378995434,3.48013698630137,2.30791095890411,56.9739726027397,209.107191780822,171.779109589041,0.3237,66.4237636986301,89.6698082191781,0.928667808219178,0.227260273972603,953.409817351598,1.35874429223744,197.542237442922,2.63267123287671,9.64041737024343,0.255494657040974,0.064452249334952,0.013859174104382,12.1436205256237,10.4239588964607,48.79926332819,379.939862914331,292.679801100356,226.935662617355,3.0729067909096,5.42463497257456,85.7778018256758,319.950774671852,260.743157616755,0.04215612642824,23.3544115639627,32.7904434215302,0.020576045948763,0.16592505548675,6.77639230422085,0.623743502927758,72.0543192898745,1.61912688197952,0.909474885844749,0.08824200913242,0.002283105022831,0,0,0,0.098401826484018,0.430821917808219,0.283219178082192,0.154337899543379,0.032990867579909,0.000228310502283,26.0306678156335
Bent Tree Wind Farm Phase 1,USA0057198,201.3,43.7246,-93.4504,Wind,,,,2011,Wisconsin Power & Light Co,2019,554.611,591.035,594.771,574.69,566.269,507.564,511.479,U.S. Energy Information Administration,793.9,759.31,699.84,634.65,624.26,Minnesota,43.73,-93.46,7.4046803652968,1.23040410958904,0.157570445205479,0.604170091324201,5.21975456621005,4.42996461187215,51.4504566210046,320.002054794521,223.060159817352,130.878767123288,3.25068493150685,3.23401826484018,62.8623287671233,189.875114155251,164.364497716895,0.31820102739726,76.2486301369863,89.7051849315068,0.934986301369863,0.335013698630137,964.325342465754,1.69409817351598,199.131392694064,3.61043378995434,12.2317070950656,0.216483142185924,0.130522044787848,0.006591181357022,14.4622850069555,10.08895746822,65.2805278558859,362.036859857282,295.793463767001,232.736551056268,2.97238999301822,11.6427915974785,94.6321368278464,307.465970826547,249.801410430025,0.03861418013658,17.278136195312,34.2375110335061,0.025744171562223,0.306742160840347,7.91083857071105,1.13502383031582,101.154081217313,1.92437697774255,0.773173515981735,0.220776255707763,0.006050228310502,0,0,0,0.272602739726027,0.264840182648402,0.271917808219178,0.180365296803653,0.01027397260274,0,55.90064409377
Glacier Hills,USA0057199,162,43.5639,-89.1481,Wind,,,,2012,Wisconsin Electric Power Co,2019,386.515,405.191,407.008,383.128,390.94,350.054,370.854,U.S. Energy Information Administration,526.78,558.02,579.08,475.31,467.12,Wisconsin,43.57,-89.14,6.99308219178082,1.25475684931507,0.14662100456621,0.60062899543379,4.62263127853881,4.45360273972603,49.9891552511416,327.661757990868,226.227625570776,148.786872146119,3.19703196347032,3.34729452054794,64.2196347031963,188.603881278539,166.410159817352,0.325990410958904,79.2446552511416,89.6727420091324,0.936158675799087,0.373068493150685,975.038242009132,1.58086757990868,204.874086757991,3.11525114155251,11.3596411729297,0.228817708268985,0.128168816096345,0.010070721584744,12.5965091238031,9.7936178867926,63.6185083793924,369.552946446171,299.682546291732,257.446552304382,2.89271488569773,10.250549578095,94.9893117171918,305.38067894301,250.839951814814,0.034354934898584,16.832855601156,34.318497368904,0.024181674069501,0.303672332818858,8.32634996614862,1.05521932875587,101.235939954887,1.75419010594505,0.845319634703196,0.154109589041096,0.000570776255708,0,0,0,0.287671232876712,0.282534246575342,0.26541095890411,0.160958904109589,0.003424657534247,0,38.4487473271706
FPL Energy Montezuma Winds LLC,USA0057201,36.8,38.1636,-121.7966,Wind,,,,2010,FPL Energy Montezuma Wind,2019,102.938,92.898,96.936,90.591,88.116,98.264,87.517,U.S. Energy Information Administration,109.16,99.81,103.81,103.89,100.05,California,38.17,-121.78,14.7292237442922,1.07355136986301,0.103874178082192,0.644254566210046,2.00442808219178,2.61484474885845,44.2260273972603,352.780593607306,245.936643835616,84.9431506849315,2.07694063926941,7.07926940639269,54.1414383561644,279.490753424658,219.536415525114,0.305902625570776,70.0742271689498,89.7040422374429,0.920418949771689,0.196876712328767,1003.69223744292,1.51787671232877,226.686643835616,2.60183789954338,7.95662096656905,0.242729676783195,0.056973603896815,0.009224077074222,9.1498352415157,7.36752576905112,51.8019371494697,388.395461788043,322.000225090914,212.018811005557,2.80561533327411,4.22165129408877,75.9074476690513,363.54603906141,307.558931573779,0.032173576646097,26.6042537702552,37.0499718536555,0.023253031555533,0.039016661423593,5.85451736120596,0.575881348253183,86.3955098014377,1.43661037231787,0.926712328767123,0.073287671232877,0,0,0,0,0.001027397260274,0.278424657534247,0.484474885844749,0.171803652968037,0.062557077625571,0.001712328767123,21.2227565069017
Cedar Creek II,USA0057210,248.3,40.9475,-103.7839,Wind,,,,2011,AE Power Services LLC,2019,811.375,758.709,654.254,751.628,713.395,713.611,661.089,U.S. Energy Information Administration,837.5,823.46,721.58,727.15,699.37,Colorado,40.93,-103.78,9.0914497716895,1.20555251141553,0.09716551369863,0.61725,3.13155251141553,4.92772146118721,41.4035388127854,370.761872146119,243.921461187215,105.469063926941,3.02465753424658,-0.347420091324201,59.5593607305936,248.627739726027,199.102739726027,0.31069703196347,55.4660422374429,89.6845159817352,0.92948401826484,0.31441095890411,839.760388127854,1.17942922374429,221.479337899543,3.32372146118721,11.0239744425518,0.267794545268248,0.077087337582054,0.006725645222056,10.6133072318636,12.0292315479728,50.4028729275321,406.014639340815,319.226547424417,202.57966853147,3.02056637565692,8.11388503310052,89.74246711142,354.816730148206,286.46804142804,0.034756488049146,21.563671769192,35.666979068343,0.023772292499943,0.268525136478875,6.29898207584547,0.722147446501363,104.165695115192,1.94511361432808,0.822716894977169,0.170319634703196,0.006963470319635,0,0,0,0.215525114155251,0.333904109589041,0.250799086757991,0.161415525114155,0.038356164383562,0,43.1701256225054
Goshen Phase II,USA0057211,124.5,43.4671,-111.8364,Wind,,,,2010,AE Power Services LLC,2019,330.197,400.68,316.403,308.287,380.19,373.35,359.399,U.S. Energy Information Administration,348.98,325.6,324.34,325.97,304.76,Idaho,43.45,-111.82,5.46216894977169,1.1823698630137,0.074997397260274,0.627109589041096,5.35862785388128,4.40705479452055,37.5022831050228,384.347260273973,240.129109589041,111.911187214612,3.44303652968036,-1.98716894977169,56.3922374429224,235.830479452055,186.312328767123,0.307581621004566,62.2261198630137,89.6538002283105,0.926253424657534,0.419095890410959,816.853652968037,0.922705479452055,195.233789954338,2.55880136986301,11.4142786029714,0.282828667185936,0.057801930377161,0.007488307434457,15.6987205063759,10.2692283260488,44.309306095442,415.04686147292,316.062243699493,201.813740165518,3.16411051414099,7.34010841394959,89.9962786344703,356.150328885243,280.607651443995,0.036350198697085,22.6599015406657,34.3758926538981,0.02376261356291,0.321839752705391,6.77884823989131,0.499352763749275,69.9311249533026,1.61179731120827,0.902397260273973,0.096803652968037,0.000799086757991,0,0,0,0.301712328767123,0.348173515981735,0.222716894977169,0.114155251141553,0.01324200913242,0,21.1061569690264
Papalote Creek II LLC,USA0057212,200.1,27.9958,-97.2967,Wind,,,,2011,RWE Renewables Americas LLC,2019,629.252,652.243,550.354,509.267,567.442,593.133,556.991,U.S. Energy Information Administration,690.76,608.24,575.72,571.94,576.36,Texas,28.01,-97.3,22.4711872146119,1.10127625570776,0.201168687214612,0.625921232876712,2.75570091324201,2.97169178082192,62.1263698630137,309.515410958904,259.342351598174,113.81095890411,2.25559360730594,17.5740753424658,76.3938356164384,216.010159817352,213.950799086758,0.277194406392694,78.9863652968036,89.7549269406393,0.95658904109589,0.160931506849315,1010.63869863014,3.23424657534247,141.940182648402,3.17988584474886,7.02574463182497,0.327449799467595,0.121130422484381,0.009041795712849,9.28828160361162,8.60187850838626,75.6373973638226,352.775478664514,333.208614274051,249.861006783677,2.86588989250126,6.62550026120432,107.507378565467,315.586420892961,299.033071084289,0.020908006609934,19.3311355476243,41.8033794612137,0.021084956841705,0.020546191706003,5.80274577940556,1.32194189298333,80.7751449856651,1.60116167466929,0.8587899543379,0.140525114155251,0.000684931506849,0,0,0,0,0.058561643835617,0.242922374429224,0.550799086757991,0.147716894977169,0,34.7969219375211
Waverly Community Wind Project,USA0057214,2.7,42.7317,-92.4711,Wind,,,,2007.666667,Waverly Municipal Elec Utility,2019,6.194,7.218,6.834,6.47,4.496,6.08,5.495,U.S. Energy Information Administration,8.36,7.48,7.91,7.22,8.46,Iowa,42.73,-92.46,7.87447488584475,1.24370547945205,0.160493847031963,0.602436073059361,4.84402397260274,4.9989497716895,51.3287671232877,321.815068493151,226.21598173516,135.095205479452,3.39611872146119,3.98659817351598,64.5543378995434,190.924771689498,168.54394977169,0.31678801369863,79.546450913242,89.6650662100457,0.932961187214612,0.316356164383562,976.694406392694,1.72433789954338,203.025456621005,3.42898401826484,12.0663994990376,0.227324150547254,0.139147452833134,0.007111427238222,13.5385068717631,11.1646664640367,64.8047322940521,364.515030352452,298.812241058971,243.661333152834,3.07719309692587,11.5119539153058,97.1163192644985,304.347312608966,253.357707103579,0.038240170703272,16.3324822510029,34.7534528558901,0.024289884593544,0.277217355495697,8.23731157871855,1.14571323122251,97.8786170061109,1.88859866140326,0.794406392694064,0.201826484018265,0.003767123287671,0,0,0,0.247146118721461,0.277168949771689,0.276598173515982,0.192123287671233,0.006963470319635,0,50.0807180467637
Roth Rock Wind Farm LLC,USA0057239,40,39.2544,-79.4672,Wind,,,,2011,Roth Rock Wind Farm LLC,2019,118.57,111.798,101.378,99.398,108.468,109.095,100.476,U.S. Energy Information Administration,135.69,124.59,130.16,128.94,125.82,Maryland,39.25,-79.46,8.3049200913242,1.32675456621005,0.149032214611872,0.599335616438356,5.33668607305936,4.54927739726027,50.1906392694064,338.737671232877,241.209703196347,150.385730593607,3.36723744292237,5.20825342465754,69.7490867579909,177.582191780822,168.830821917808,0.308492922374429,79.4574714611872,89.7179429223744,0.947586757990868,0.247095890410959,921.178196347032,1.6191095890411,204.197260273973,0.247671232876712,9.93273609538915,0.207175513000239,0.099279659031337,0.010672230039987,13.7085286900767,9.23585121979025,61.0189071982152,378.730696596339,315.013566384536,251.887913033669,2.91981103461636,9.63820720079025,104.70651225789,299.380543641663,254.649702828152,0.034151792443094,18.7429753541095,36.5050335250279,0.021690496372107,0.260496478791103,6.30424256928672,1.07653580718647,70.319100737758,0.375121364402109,1,0,0,0,0,0,0.195205479452055,0.335844748858447,0.324429223744292,0.143264840182648,0.001255707762557,0,0.131131434768248
Roth Rock North Wind Farm  LLC,USA0057240,10,39.2872,-79.4344,Wind,,,,2011,Roth Rock Wind Farm LLC,2019,27.728,27.942,25.428,24.765,27.099,27.212,25.119,U.S. Energy Information Administration,33.17,30.12,32.94,32.51,31.73,Maryland,39.29,-79.42,8.55520547945206,1.34050913242009,0.153393059360731,0.598061643835616,5.41928881278539,4.7772397260274,50.8535388127854,338.552853881279,240.89703196347,149.099429223744,3.60547945205479,5.20679223744292,69.8035388127854,171.896232876712,167.594178082192,0.306504223744292,79.5826061643836,89.7261563926941,0.949238584474886,0.271917808219178,924.232077625571,1.68053652968037,202.378310502283,0.246849315068493,10.3313558423981,0.245528953102432,0.128729233311261,0.011481008302223,13.52220101723,9.34488566482491,63.7222417768384,378.819546190967,314.301401008844,248.094276710811,2.95600420215958,9.65635502920152,102.287548447431,292.2576302709,253.834845972794,0.035306039434014,19.182831600066,36.4898841616209,0.021836935527849,0.27142373249143,6.89248139591693,1.08876115548288,69.9447778583721,0.361934969987056,1,0,0,0,0,0,0.198059360730594,0.329794520547945,0.313812785388128,0.155022831050228,0.003310502283105,0,0.115011616602467
Kit Carson Windpower,USA0057244,51,39.3383,-102.3533,Wind,,,,2010,Kit Carson Windpower LLC,2019,182.628,192.909,171.382,185.296,175.696,178.574,164.812,U.S. Energy Information Administration,155.06,180.92,147.37,161.43,146.23,Colorado,39.33,-102.34,10.9667465753425,1.27148401826484,0.09564446347032,0.61362899543379,2.56794748858448,4.59596347031964,41.8469178082192,369.305136986301,247.448515981735,98.3933789954338,2.88972602739726,1.69051369863014,58.6357305936073,264.647488584475,208.713812785388,0.307392922374429,57.130546803653,89.6853550228311,0.931045662100457,0.276493150684932,868.209703196347,1.40025114155251,199.892808219178,3.19302511415525,11.1020811496577,0.25008640236665,0.061764756330759,0.008351128728839,9.27305498255949,12.1853730316737,50.1937703260194,403.462706340253,322.439677693708,201.169640473904,3.08704531605652,8.56966030938832,88.5223681303078,362.982966165865,293.979749855647,0.032100408895793,21.3209493609703,36.4702166412576,0.028095608407298,0.211362904385673,6.19312270681595,0.86456494242344,103.394878755403,1.84365826014237,0.843835616438356,0.152853881278539,0.003310502283105,0,0,0,0.166095890410959,0.312442922374429,0.274657534246575,0.1912100456621,0.055593607305936,0,38.0473449375865
